0.014	4.828	5.47	0.179	0.097	42.985	0	0
0.046	4.704	5.755	0.362	0.162	111.612	0	0
0.096	10.565	6.057	0.46	0.266	5.163	0	0
1.315	1.007	7.264	1.877	0.892	61.856	0	0
0.029	2.519	6.044	0.265	0.138	41.506	0	1
2.646	6.435	7.516	3.443	0.978	50.046	0	0
0.43	8.79	6.396	1.698	0.322	19.372	5	0
0.027	10.207	6.179	0.233	0.148	54.649	0	0
0.07	5.246	6.334	0.531	0.168	144.679	1	1
0.171	2.048	6.633	0.726	0.3	60.764	0	0
0.026	4.14	7	0.213	0.153	121.263	2	0
0.126	7.988	7.191	0.628	0.255	10.317	0	0
0.043	3.891	7.402	0.35	0.156	118.225	0	0
0.072	8.901	7.376	0.428	0.214	169.781	0	0
0.145	7.426	7.595	0.669	0.276	33.956	0	1
0.019	3.723	7.755	0.204	0.117	136.871	0	1
0.028	3.978	7.847	0.23	0.155	108.35	0	0
0.415	0.712	9.049	1.689	0.313	66.119	0	1
0.044	13.614	8.439	0.31	0.18	107.469	0	1
0.116	0.353	8.646	0.502	0.293	68.42	0	1
0.082	3.838	8.62	0.427	0.244	158.058	0	0
0.107	12.626	9.08	0.525	0.259	165.745	0	0
0.167	1.759	9.369	0.712	0.299	83.716	0	1
0.022	13.325	9.109	0.192	0.143	86.356	1	1
0.018	13.05	9.1	0.245	0.096	160.979	0	0
0.03	13.416	9.398	0.255	0.148	32.987	0	1
0.186	12.789	9.771	0.883	0.268	25.585	0	0
1.582	2.104	10.852	2.749	0.733	22.359	0	0
0.041	1.618	9.832	0.312	0.167	5.868	0	1
0.012	4.188	9.842	0.17	0.09	77.417	0	0
0.037	0.146	9.961	0.259	0.183	7.237	0	0
0.05	1.382	10.091	0.345	0.183	47.699	1	1
0.076	8.473	10.175	0.495	0.195	159.221	0	0
0.28	4.032	10.592	1.172	0.304	40.438	2	1
0.043	8.838	10.626	0.408	0.134	158.296	0	0
0.055	4.425	10.842	0.364	0.193	131.129	0	0
0.064	10.591	11.105	0.349	0.235	154.861	0	0
0.052	4.661	11.194	0.311	0.211	130.832	0	0
0.43	11.078	11.604	0.897	0.611	175.219	0	0
0.078	9.528	11.607	0.43	0.232	138.079	2	0
0.032	1.424	11.666	0.281	0.145	35.458	0	1
0.137	4.502	11.801	0.63	0.277	159.826	1	0
0.042	5.543	11.702	0.28	0.189	175.381	1	0
0.049	9.82	11.952	0.311	0.201	123.226	0	0
0.301	2.191	12.392	0.942	0.407	64.721	0	0
0.033	4.246	12.307	0.241	0.175	92.009	0	0
0.044	10.307	12.367	0.365	0.155	60.989	0	0
0.065	1.109	12.431	0.374	0.222	28.908	0	1
0.158	4.309	13.141	1.226	0.164	96.871	0	0
0.292	0.643	13.044	1.011	0.368	34.665	0	1
0.018	6.98	12.988	0.23	0.102	150.442	0	0
0.055	4.749	13.257	0.29	0.242	116.667	0	0
0.084	0.104	13.821	0.584	0.184	80.356	0	0
0.947	1.82	14.435	1.817	0.664	152.898	0	0
0.023	8.974	13.978	0.234	0.124	173.362	0	0
0.024	7.768	14.036	0.231	0.13	79.661	0	0
0.102	9.058	14.725	0.567	0.229	88.218	0	0
0.039	9.808	14.588	0.272	0.184	50.27	0	0
0.058	4.084	14.657	0.356	0.206	84.052	0	0
0.042	13.858	14.705	0.347	0.153	87.551	0	1
0.015	0.293	14.714	0.198	0.098	77.262	0	0
0.037	7.853	14.764	0.244	0.194	111.253	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
