22.931	3.064	0.126	0.448	0.06	102	0	NaN	3
12.394	3.283	0.488	1.739	2.1	43	1	NaN	1
19.104	4.015	1.492	2.078	3.125	81	1	NaN	0
21.438	3.216	0.217	1.025	0.624	97	0	NaN	0
20.544	3.367	0.101	0.488	0.524	96	1	NaN	0
14.807	3.567	0.025	0.296	0.03	63	1	NaN	0
16.143	3.472	0.014	0.198	0.042	68	1	NaN	0
13.87	3.555	0.013	0.186	0.06	58	1	NaN	0
12.87	7.599	7.639	4.193	0	0	1	NaN	0
0.918	4.697	0.617	2.362	2.054	5	1	NaN	0
15.861	4.011	0.105	0.412	0.042	68	1	NaN	0
15.035	4.27	0.216	0.557	0.03	63	1	NaN	0
16.873	4.088	0.023	0.234	0	0	1	NaN	0
13.497	4.375	0.282	0.723	0.192	55	1	NaN	0
20.105	4.251	0.022	0.194	3.125	81	1	NaN	0
5.301	4.418	0.034	0.224	0	0	1	NaN	1
7.313	4.641	0.087	0.773	0	0	1	NaN	0
15.8	4.735	0.169	0.778	0.145	67	1	NaN	0
17.628	5.757	1.886	2.471	7.475	65	1	NaN	0
14.564	5.152	0.234	0.763	3.599	52	1	NaN	0
15.701	5.265	0.128	0.575	0.145	67	1	NaN	0
19.849	5.263	0.19	0.953	0.546	86	0	NaN	0
13.343	5.391	0.112	0.41	0	0	1	NaN	3
14.088	6.182	1.067	1.636	3.599	52	1	NaN	0
17.092	5.764	0.059	0.364	7.475	65	1	NaN	0
4.131	6.941	2.932	2.51	0	0	1	NaN	0
9.781	6.272	0.437	0.929	69.258	10	1	NaN	0
0.389	6.238	0.119	0.655	1.21	1	1	NaN	0
8.763	6.012	0.096	0.464	69.258	10	1	NaN	1
20.466	6.691	0.342	1.48	1.272	95	0	NaN	4
0.196	6.694	0.187	0.588	1.21	1	1	NaN	1
16.435	6.641	0.09	0.381	0.03	71	1	NaN	0
9.238	8.606	2.76	3.74	0	0	1	NaN	0
26.864	7.12	0.7	1.295	0.776	113	0	NaN	2
12.082	7.151	0.109	0.727	0	0	1	NaN	0
2.116	7.645	1.228	2.263	0	0	1	NaN	4
6.626	7.832	0.487	1.881	1.683	24	1	NaN	0
11.739	7.035	0.014	0.15	0	0	1	NaN	0
21.053	9.869	2.478	5.109	6.217	90	0	NaN	0
0.203	7.447	0.034	0.265	0	0	1	NaN	1
11.484	7.968	0.637	1.122	0	0	1	NaN	2
7.475	7.569	0.022	0.202	0.199	31	1	NaN	0
7.847	8.044	0.221	0.685	0.199	31	1	NaN	0
10.375	8.673	0.664	1.333	0	0	1	NaN	0
19.518	7.978	0.089	0.364	0.259	85	0	NaN	0
8.538	8.102	0.13	0.532	0.199	31	1	NaN	0
1.11	8.246	0.396	1.025	0.337	11	1	NaN	0
12.113	8.415	0.113	0.448	0.072	48	1	NaN	0
9.022	8.353	0.074	0.343	0	0	1	NaN	0
0.29	8.286	0.011	0.179	0.337	11	1	NaN	0
19.675	8.541	0.126	0.591	0.259	85	0	NaN	0
26.869	8.482	0.082	0.39	0.06	114	0	NaN	0
1.514	9.26	0.627	2.449	2.291	9	1	NaN	0
11.989	9.258	0.423	0.878	0.072	48	1	NaN	0
7.1	9	0.66	2.327	0	0	1	NaN	0
2.778	9.233	0.048	0.272	0.03	14	1	NaN	0
14.214	9.34	0.017	0.178	0.03	60	1	NaN	0
4.32	9.34	0.01	0.185	0.06	17	1	NaN	0
9.745	9.693	0.172	0.676	2.087	35	1	NaN	0
6.372	9.717	0.102	0.583	0	0	1	NaN	0
20.134	9.641	0.054	0.274	0.06	91	0	NaN	0
0.078	9.801	0.045	0.31	0.03	3	1	NaN	0
3.635	9.828	0.088	0.452	0.06	17	1	NaN	1
11.032	10.076	0.262	0.916	0.621	41	1	NaN	0
4.28	9.921	0.068	0.381	0.06	17	1	NaN	1
24.366	10.71	0.755	2.533	1.136	108	0	NaN	0
9.569	10.554	0.399	1.862	2.087	35	1	NaN	1
25.724	10.804	0.255	0.813	0.362	110	0	NaN	1
10.72	10.672	0.021	0.174	0.554	40	1	NaN	1
10.519	11.126	0.195	0.567	0.554	40	1	NaN	0
3.048	11.174	0.139	0.589	0.242	16	1	NaN	0
19.081	11.232	0.144	0.438	0	0	0	NaN	0
8.172	11.245	0.245	1.16	0.714	32	1	NaN	0
12.585	11.199	0.006	0.124	0.546	46	1	NaN	1
14.177	11.955	0.527	1.425	1.832	53	1	NaN	1
9.939	11.565	0.048	0.276	0.554	40	1	NaN	1
12.083	11.728	0.344	0.789	0.546	46	1	NaN	0
8.816	11.962	1.054	3.668	0.462	34	1	NaN	1
28.247	12.408	0.435	1.495	1.077	115	0	NaN	0
13.38	11.853	0.045	0.35	0.09	50	1	NaN	2
12.942	12.209	0.181	0.586	0.09	50	1	NaN	0
15.059	12.221	0.077	0.348	0.03	64	1	NaN	0
10.678	15.873	2.931	5.491	8.65	36	0	NaN	1
12.078	12.263	0.076	0.359	0.546	46	1	NaN	2
9.359	12.374	0.04	0.36	0.462	34	1	NaN	2
12.106	12.724	0.077	0.331	0.546	46	1	NaN	0
24.337	14.225	0.89	1.533	2.81	104	0	NaN	1
18.219	16.828	2.763	6.633	7.339	70	0	4.724	1
28.911	14.203	0.089	0.379	0	0	0	NaN	0
29.992	14.704	0.291	0.748	0.212	117	0	NaN	0
7.87	14.669	0.11	0.415	0	0	1	NaN	1
12.007	14.904	0.015	0.157	0	0	0	NaN	0
21.522	15.61	0.135	0.462	0.03	98	0	NaN	0
2.328	16.439	0.988	1.42	1.409	13	0	NaN	0
18.989	16.132	0.104	0.515	0	0	0	4.357	1
11.176	16.411	0.116	0.595	0.289	42	0	NaN	1
20.965	16.847	0.023	0.187	0	0	0	NaN	1
19.263	17.149	0.218	0.581	7.339	70	0	5.487	1
28.86	17.246	0.129	0.441	0	0	0	NaN	0
17.499	18.072	0.341	0.947	0.446	78	0	NaN	1
19.841	17.908	0.199	0.783	1.028	87	0	6.484	0
9.276	17.949	0.033	0.224	0.03	37	0	NaN	0
20.475	18.215	0.204	0.626	1.028	87	0	7.044	0
0.513	18.905	0.127	0.443	0	0	0	NaN	1
3.995	19.4	0.071	0.321	0	0	0	NaN	1
30.481	19.611	0.13	0.777	0	0	0	NaN	0
13.847	19.913	0.601	1.237	0.873	56	0	NaN	0
6.842	19.613	0.134	0.49	0.06	27	0	NaN	0
3.017	19.561	0.037	0.23	0.806	15	0	NaN	0
12.984	19.848	0.05	0.336	0.06	51	0	NaN	0
6.744	20.058	0.024	0.19	0.06	27	0	NaN	1
2.969	20.521	0.242	1.042	0.806	15	0	NaN	0
15.845	20.503	0.412	0.922	0.326	66	0	NaN	0
20.131	20.967	0.678	1.832	1.906	89	0	9.65	0
8.022	20.552	0.144	0.633	0.284	33	0	NaN	1
7.594	20.426	0.042	0.242	0.284	33	0	NaN	1
23.042	20.722	0.266	0.832	0.411	103	0	NaN	0
2.169	21.881	0.729	2.161	2.773	12	0	NaN	0
6.889	20.837	0.481	1.163	1.693	25	0	NaN	0
2.531	20.959	0.03	0.266	0.806	15	0	NaN	0
7.469	21.525	0.063	0.328	1.693	25	0	NaN	2
14.93	22.39	0.266	1.476	1.124	62	0	NaN	0
20.176	22.253	0.088	0.345	0	0	0	10.962	1
5.933	24.34	1.453	3.092	4.765	22	0	NaN	0
5.097	23.272	0.051	0.32	0	0	0	NaN	1
22.614	25.666	0.545	1.365	1.247	99	0	15.381	0
5.89	27.818	0.23	0.9	0.451	23	0	NaN	0
22.463	27.78	0.119	0.495	0	0	0	17.445	1
7.273	28.183	0.043	0.241	1.204	26	0	0	0
6.672	28.724	0.353	1.421	1.204	26	0	0	0
20.189	29.448	0.091	0.347	0.03	93	0	0	0
